"locus_tag","gene_id","pathways"
"SAOUHSC_01475","3920230",NA
"SAOUHSC_01476","3920231",NA
"SAOUHSC_01477","3920232",NA
"SAOUHSC_01478","3920233",NA
"SAOUHSC_01479","3920234",NA
"SAOUHSC_01480","3920235",NA
"SAOUHSC_01481","3920236","sao00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01482","3920237","sao00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01483","3920238","sao00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01484","3920239",NA
"SAOUHSC_01485","3920240","sao00230_Purine_metabolism, sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01232_Nucleotide_metabolism, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01486","3920241","sao00900_Terpenoid_backbone_biosynthesis, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01487","3920242","sao00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01488","3920243","sao00900_Terpenoid_backbone_biosynthesis, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01489","3920244",NA
"SAOUHSC_01490","3920245",NA
"SAOUHSC_01491","3920246","sao00564_Glycerophospholipid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01492","3920247",NA
"SAOUHSC_01493","3920248","sao03010_Ribosome"
"gene-SAOUHSC_A01436",NA,NA
"SAOUHSC_01494","3919038",NA
"SAOUHSC_01495","3919039",NA
"SAOUHSC_01496","3919040","sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism"
"SAOUHSC_01497","3919041","sao00250_Alanine,_aspartate_and_glutamate_metabolism, sao00460_Cyanoamino_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01499","3919042",NA
"SAOUHSC_01500","3919043",NA
"SAOUHSC_01501","3919044",NA
"SAOUHSC_01502","3919045","sao03018_RNA_degradation"
"SAOUHSC_01503","3919046",NA
"SAOUHSC_01504","3919047",NA
"SAOUHSC_01505","3919048",NA
"SAOUHSC_01507","3919049",NA
"SAOUHSC_01508","3919050",NA
"SAOUHSC_01510","3919051",NA
"SAOUHSC_01511","3919052",NA
"SAOUHSC_01512","3919053",NA
"SAOUHSC_01513","3919054",NA
"SAOUHSC_01514","3919055",NA
"gene-SAOUHSC_A01455",NA,NA
"SAOUHSC_01515","3919056",NA
"SAOUHSC_01516","3920619",NA
"SAOUHSC_01517","3920620",NA
"SAOUHSC_01518","3920621",NA
"SAOUHSC_01519","3920622",NA
"SAOUHSC_01520","3920623",NA
"SAOUHSC_01521","3920624",NA
"SAOUHSC_01522","3920625",NA
"SAOUHSC_01523","3920626",NA
"SAOUHSC_01524","3920627",NA
"SAOUHSC_01525","3920628",NA
"SAOUHSC_01526","3920629",NA
"SAOUHSC_01527","3920630",NA
"SAOUHSC_01528","3920631",NA
"SAOUHSC_01529","3920632",NA
"SAOUHSC_01530","3920633",NA
"SAOUHSC_01531","3920634",NA
"SAOUHSC_01532","3920635",NA
"SAOUHSC_01533","3920636",NA
"SAOUHSC_01535","3920637",NA
"SAOUHSC_01536","3920638",NA
"SAOUHSC_01537","3920580",NA
"SAOUHSC_01538","3920581",NA
"SAOUHSC_01539","3920582",NA
"SAOUHSC_01540","3920583",NA
"SAOUHSC_01541","3920584",NA
"SAOUHSC_01542","3920585",NA
"SAOUHSC_01543","3920586",NA
"SAOUHSC_01544","3920587",NA
"SAOUHSC_01545","3920588",NA
"SAOUHSC_01546","3920589",NA
"SAOUHSC_01547","3920590",NA
"SAOUHSC_01548","3920591",NA
"SAOUHSC_01549","3920592",NA
"SAOUHSC_01550","3920593",NA
"SAOUHSC_01551","3920594",NA
"SAOUHSC_01552","3920595","sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism"
"SAOUHSC_01553","3920596",NA
"SAOUHSC_01554","3920597",NA
"SAOUHSC_01555","3920598",NA
"SAOUHSC_01556","3920151",NA
"SAOUHSC_01557","3920152",NA
"SAOUHSC_01558","3920153",NA
"SAOUHSC_01559","3920154",NA
"SAOUHSC_01560","3920155",NA
"SAOUHSC_01561","3920156",NA
"SAOUHSC_01562","3920157",NA
"SAOUHSC_01563","3920158",NA
"SAOUHSC_01565","3920159",NA
"SAOUHSC_01566","3920160",NA
"SAOUHSC_01567","3920161",NA
"SAOUHSC_01568","3920162",NA
"SAOUHSC_01569","3920163",NA
"SAOUHSC_01570","3920164",NA
"SAOUHSC_01571","3920165",NA
"SAOUHSC_01572","3920166",NA
"SAOUHSC_01573","3920167",NA
"SAOUHSC_01574","3920168",NA
"gene-SAOUHSC_A01514",NA,NA
"SAOUHSC_01575","3920169",NA
"SAOUHSC_01576","3920170",NA
"SAOUHSC_01577","3919994",NA
"SAOUHSC_01578","3919995",NA
"SAOUHSC_01579","3919996",NA
"SAOUHSC_01580","3919997",NA
"SAOUHSC_01582","3919998",NA
"SAOUHSC_01583","3919999",NA
"SAOUHSC_01584","3920000",NA
"SAOUHSC_01585","3920001","sao02020_Two-component_system"
"SAOUHSC_01586","3920002","sao02020_Two-component_system"
"SAOUHSC_01587","3920003",NA
"SAOUHSC_01588","3920004",NA
"SAOUHSC_01589","3920005",NA
"SAOUHSC_01590","3920006",NA
"SAOUHSC_01591","3920007",NA
"SAOUHSC_01592","3920008",NA
"SAOUHSC_01593","3920009","sao00230_Purine_metabolism, sao00740_Riboflavin_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_01594","3920010",NA
"SAOUHSC_01595","3920011",NA
"SAOUHSC_01596","3920012",NA
"SAOUHSC_01597","3920013","sao00330_Arginine_and_proline_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01598","3920014",NA
"SAOUHSC_01599","3920015","sao00030_Pentose_phosphate_pathway, sao00480_Glutathione_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism"
"SAOUHSC_01600","3920016",NA
"SAOUHSC_01601","3920017","sao00052_Galactose_metabolism, sao00500_Starch_and_sucrose_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01602","3920018",NA
"SAOUHSC_01603","3920019",NA
"SAOUHSC_01604","3920020",NA
"SAOUHSC_01605","3920021","sao00030_Pentose_phosphate_pathway, sao00480_Glutathione_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism"
"SAOUHSC_01606","3920022",NA
"SAOUHSC_01607","3920023",NA
"SAOUHSC_01608","3920024",NA
"SAOUHSC_01609","3920025",NA
"SAOUHSC_01610","3920026",NA
"SAOUHSC_01611","3920027","sao00280_Valine,_leucine_and_isoleucine_degradation, sao00640_Propanoate_metabolism, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01210_2-Oxocarboxylic_acid_metabolism"
"SAOUHSC_01612","3920028","sao00280_Valine,_leucine_and_isoleucine_degradation, sao00640_Propanoate_metabolism, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01210_2-Oxocarboxylic_acid_metabolism"
"SAOUHSC_01613","3920029","sao00280_Valine,_leucine_and_isoleucine_degradation, sao00640_Propanoate_metabolism, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01210_2-Oxocarboxylic_acid_metabolism"
"SAOUHSC_01614","3920030","sao00010_Glycolysis_/_Gluconeogenesis, sao00020_Citrate_cycle_(TCA_cycle), sao00260_Glycine,_serine_and_threonine_metabolism, sao00280_Valine,_leucine_and_isoleucine_degradation, sao00310_Lysine_degradation, sao00380_Tryptophan_metabolism, sao00620_Pyruvate_metabolism, sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao00640_Propanoate_metabolism, sao00670_One_carbon_pool_by_folate, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01210_2-Oxocarboxylic_acid_metabolism, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01615","3920031",NA
"SAOUHSC_01617","3920032",NA
"SAOUHSC_01618","3919956","sao00900_Terpenoid_backbone_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01619","3919957","sao03430_Mismatch_repair"
"SAOUHSC_01620","3919958","sao03430_Mismatch_repair"
"SAOUHSC_01621","3919959",NA
"SAOUHSC_01622","3919960",NA
"SAOUHSC_01623","3919961","sao00061_Fatty_acid_biosynthesis, sao00620_Pyruvate_metabolism, sao00640_Propanoate_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01212_Fatty_acid_metabolism"
"SAOUHSC_01624","3919962","sao00061_Fatty_acid_biosynthesis, sao00620_Pyruvate_metabolism, sao00640_Propanoate_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01212_Fatty_acid_metabolism"
"SAOUHSC_01625","3919963",NA
"SAOUHSC_01626","3919964",NA
"SAOUHSC_01627","3919965",NA
"SAOUHSC_01628","3919966",NA
"SAOUHSC_01629","3919967","sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01630","3919968",NA
"SAOUHSC_01632","3919969","sao00260_Glycine,_serine_and_threonine_metabolism, sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao00670_One_carbon_pool_by_folate, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01200_Carbon_metabolism"
"SAOUHSC_01633","3919970","sao00260_Glycine,_serine_and_threonine_metabolism, sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao00670_One_carbon_pool_by_folate, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01200_Carbon_metabolism"
"SAOUHSC_01634","3919971","sao00260_Glycine,_serine_and_threonine_metabolism, sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao00670_One_carbon_pool_by_folate, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01200_Carbon_metabolism"
"SAOUHSC_01635","3919972","sao00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01636","3919973",NA
"SAOUHSC_01637","3919974",NA
"SAOUHSC_01638","3920091",NA
"SAOUHSC_01639","3920092",NA
"SAOUHSC_01640","3920093",NA
"SAOUHSC_01641","3920094",NA
"SAOUHSC_01643","3920095",NA
"SAOUHSC_01644","3920096","sao00620_Pyruvate_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_01645","3920097",NA
"SAOUHSC_01646","3920098","sao00010_Glycolysis_/_Gluconeogenesis, sao00052_Galactose_metabolism, sao00500_Starch_and_sucrose_metabolism, sao00520_Amino_sugar_and_nucleotide_sugar_metabolism, sao00521_Streptomycin_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01250_Biosynthesis_of_nucleotide_sugars"
"SAOUHSC_01647","3920099",NA
"SAOUHSC_01648","3920100",NA
"SAOUHSC_01649","3920101",NA
"SAOUHSC_01650","3920102","sao00670_One_carbon_pool_by_folate, sao01100_Metabolic_pathways, sao04981_Folate_transport_and_metabolism"
"SAOUHSC_01651","3920103","sao03010_Ribosome"
"SAOUHSC_01652","3920104","sao00550_Peptidoglycan_biosynthesis, sao01100_Metabolic_pathways, sao01501_beta-Lactam_resistance"
"SAOUHSC_01653","3920105","sao04146_Peroxisome"
"SAOUHSC_01655","3920106",NA
"SAOUHSC_01656","3920107","sao02010_ABC_transporters"
"SAOUHSC_01657","3920108","sao02010_ABC_transporters"
"SAOUHSC_01658","3920109","sao03410_Base_excision_repair"
"SAOUHSC_01659","3920110",NA
"SAOUHSC_01660","3920072",NA
"SAOUHSC_01661","3920073",NA
"SAOUHSC_01662","3920074","sao02040_Flagellar_assembly"
"SAOUHSC_01663","3920075","sao03030_DNA_replication"
"SAOUHSC_01664","3920076",NA
"SAOUHSC_01665","3920077",NA
"SAOUHSC_01666","3920078","sao00970_Aminoacyl-tRNA_biosynthesis"
"SAOUHSC_01667","3920079","sao03440_Homologous_recombination"
"SAOUHSC_01668","3920080",NA
"SAOUHSC_01669","3920081",NA
"SAOUHSC_01670","3920082","sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism"
"SAOUHSC_01671","3920083","sao00550_Peptidoglycan_biosynthesis"
"SAOUHSC_01672","3920084",NA
"SAOUHSC_01673","3920085",NA
"SAOUHSC_01675","3920086",NA
"SAOUHSC_01676","3920087",NA
"SAOUHSC_01677","3920088",NA
"SAOUHSC_01678","3920089","sao03010_Ribosome"
"SAOUHSC_01679","3920090",NA
"SAOUHSC_01680","3921792",NA
"SAOUHSC_01681","3921793",NA
"SAOUHSC_01682","3921794",NA
"SAOUHSC_01683","3921795","sao03018_RNA_degradation"
"SAOUHSC_01684","3921796",NA
"SAOUHSC_01685","3921797",NA
"SAOUHSC_01686","3921798",NA
"SAOUHSC_01687","3921799",NA
"SAOUHSC_01688","3921800",NA
"SAOUHSC_01689","3921801","sao03010_Ribosome"
"SAOUHSC_01690","3921802","sao03030_DNA_replication, sao03430_Mismatch_repair, sao03440_Homologous_recombination"
"SAOUHSC_01691","3921803",NA
"SAOUHSC_01692","3921804","sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism"
"SAOUHSC_01693","3921805",NA
"SAOUHSC_01694","3921806",NA
"SAOUHSC_01695","3921807",NA
"SAOUHSC_01696","3921808",NA
"SAOUHSC_01697","3921809","sao00760_Nicotinate_and_nicotinamide_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01698","3921810",NA
"SAOUHSC_01699","3921811","sao00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis, sao00999_Biosynthesis_of_various_plant_secondary_metabolites, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01700","3921090",NA
"SAOUHSC_01701","3921091",NA
"SAOUHSC_01702","3921092","sao00270_Cysteine_and_methionine_metabolism, sao01100_Metabolic_pathways, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01703","3921093",NA
"SAOUHSC_01704","3921094",NA
"SAOUHSC_01705","3921095","sao05150_Staphylococcus_aureus_infection"
"SAOUHSC_01706","3921096",NA
"SAOUHSC_01707","3921097",NA
"SAOUHSC_01708","3921098","sao00480_Glutathione_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_01709","3921099","sao00061_Fatty_acid_biosynthesis, sao00620_Pyruvate_metabolism, sao00640_Propanoate_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01212_Fatty_acid_metabolism"
"SAOUHSC_01710","3921100","sao00061_Fatty_acid_biosynthesis, sao00620_Pyruvate_metabolism, sao00640_Propanoate_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01212_Fatty_acid_metabolism"
"SAOUHSC_01711","3921101",NA
"SAOUHSC_01712","3921102",NA
"SAOUHSC_01714","3921103",NA
"SAOUHSC_01715","3921104","sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism"
"SAOUHSC_01716","3921105",NA
"SAOUHSC_01717","3921106",NA
"SAOUHSC_01718","3921107",NA
"SAOUHSC_01719","3921108",NA
"SAOUHSC_01720","3921070",NA
"SAOUHSC_01721","3921071",NA
"SAOUHSC_01722","3921072","sao00970_Aminoacyl-tRNA_biosynthesis"
"SAOUHSC_01723","3921073","sao03440_Homologous_recombination"
"SAOUHSC_01724","3921074",NA
"SAOUHSC_01725","3921075",NA
"SAOUHSC_01726","3921076",NA
"SAOUHSC_01727","3921077","sao00730_Thiamine_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors, sao04122_Sulfur_relay_system"
"SAOUHSC_01728","3921078",NA
"SAOUHSC_01729","3921079",NA
"SAOUHSC_01730","3921080",NA
"SAOUHSC_01732","3921081",NA
"SAOUHSC_01733","3921082",NA
"SAOUHSC_01734","3921083",NA
"SAOUHSC_01735","3921084",NA
"SAOUHSC_01736","3921085",NA
"SAOUHSC_01737","3921086","sao00970_Aminoacyl-tRNA_biosynthesis"
"SAOUHSC_01738","3921087","sao00970_Aminoacyl-tRNA_biosynthesis"
"SAOUHSC_01739","3921088","sao01503_Cationic_antimicrobial_peptide_(CAMP)_resistance"
"SAOUHSC_01741","3921089",NA
"SAOUHSC_01742","3920542","sao00230_Purine_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_01743","3920543","sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism"
"SAOUHSC_01744","3920544","sao03410_Base_excision_repair, sao03430_Mismatch_repair, sao03440_Homologous_recombination"
"SAOUHSC_01746","3920545","sao02024_Quorum_sensing, sao03060_Protein_export, sao03070_Bacterial_secretion_system"
"SAOUHSC_01747","3920546","sao02024_Quorum_sensing, sao03060_Protein_export, sao03070_Bacterial_secretion_system"
"SAOUHSC_01748","3920547",NA
"SAOUHSC_01749","3920548",NA
"SAOUHSC_01750","3920549","sao03440_Homologous_recombination"
"SAOUHSC_01751","3920550","sao03440_Homologous_recombination"
"SAOUHSC_01752","3920551","sao00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01753","3920552",NA
"SAOUHSC_01755","3920553","sao03010_Ribosome"
"SAOUHSC_01756","3920554",NA
"SAOUHSC_01757","3920555","sao03010_Ribosome"
"SAOUHSC_01758","3920556",NA
"SAOUHSC_01759","3920557",NA
"SAOUHSC_01760","3920558",NA
"SAOUHSC_01761","3920559",NA
"SAOUHSC_01762","3920560",NA
"SAOUHSC_01763","3919681",NA
"SAOUHSC_01764","3919682",NA
"SAOUHSC_01765","3919683",NA
"SAOUHSC_01766","3919684","sao00790_Folate_biosynthesis, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01767","3919685","sao00970_Aminoacyl-tRNA_biosynthesis"
"SAOUHSC_01768","3919686","sao03410_Base_excision_repair"
"SAOUHSC_01769","3919687",NA
"SAOUHSC_01770","3919688",NA
"SAOUHSC_01771","3919689","sao00860_Porphyrin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01772","3919690","sao00860_Porphyrin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01773","3919691","sao00860_Porphyrin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01774","3919692","sao00860_Porphyrin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01775","3919693",NA
"SAOUHSC_01776","3919694","sao00860_Porphyrin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01777","3919695",NA
"SAOUHSC_01778","3919696",NA
"SAOUHSC_01779","3919697",NA
"SAOUHSC_01780","3919698",NA
"SAOUHSC_01781","3919699",NA
"SAOUHSC_01782","3919700",NA
"SAOUHSC_01783","3920425",NA
"SAOUHSC_01784","3920426","sao03010_Ribosome"
"SAOUHSC_01785","3920427","sao03010_Ribosome"
"SAOUHSC_01786","3920428",NA
"SAOUHSC_01787","3920429",NA
"SAOUHSC_01788","3920430","sao00970_Aminoacyl-tRNA_biosynthesis"
"SAOUHSC_01789","3920431",NA
"SAOUHSC_01791","3920432",NA
"SAOUHSC_01792","3920433",NA
"SAOUHSC_01793","3920434",NA
"SAOUHSC_01794","3920435","sao00010_Glycolysis_/_Gluconeogenesis, sao00710_Carbon_fixation_by_Calvin_cycle, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01795","3920436","sao00770_Pantothenate_and_CoA_biosynthesis, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01796","3920437","sao03410_Base_excision_repair"
"SAOUHSC_01797","3920438","sao03030_DNA_replication, sao03410_Base_excision_repair, sao03420_Nucleotide_excision_repair, sao03440_Homologous_recombination"
"SAOUHSC_01798","3920439",NA
"SAOUHSC_01799","3920440","sao02020_Two-component_system"
"SAOUHSC_01800","3920441","sao02020_Two-component_system"
"gene-SAOUHSC_A01723",NA,NA
"SAOUHSC_01801","3920442","sao00020_Citrate_cycle_(TCA_cycle), sao00480_Glutathione_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01210_2-Oxocarboxylic_acid_metabolism, sao01230_Biosynthesis_of_amino_acids, sao04146_Peroxisome"
"SAOUHSC_01802","3920443","sao00020_Citrate_cycle_(TCA_cycle), sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao00640_Propanoate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01210_2-Oxocarboxylic_acid_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01803","3919273",NA
"SAOUHSC_01804","3919274",NA
"SAOUHSC_01805","3919275",NA
"SAOUHSC_01806","3919276","sao00010_Glycolysis_/_Gluconeogenesis, sao00620_Pyruvate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01807","3919277","sao00010_Glycolysis_/_Gluconeogenesis, sao00030_Pentose_phosphate_pathway, sao00051_Fructose_and_mannose_metabolism, sao00052_Galactose_metabolism, sao00680_Methane_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids, sao03018_RNA_degradation"
"SAOUHSC_01808","3919278","sao00061_Fatty_acid_biosynthesis, sao00620_Pyruvate_metabolism, sao00640_Propanoate_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01212_Fatty_acid_metabolism"
"SAOUHSC_01809","3919279","sao00061_Fatty_acid_biosynthesis, sao00620_Pyruvate_metabolism, sao00640_Propanoate_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01212_Fatty_acid_metabolism"
"SAOUHSC_01810","3919280","sao00620_Pyruvate_metabolism, sao01200_Carbon_metabolism, sao02020_Two-component_system"
"SAOUHSC_01811","3919281","sao03030_DNA_replication, sao03430_Mismatch_repair, sao03440_Homologous_recombination"
"SAOUHSC_01812","3919282","sao00920_Sulfur_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments"
"SAOUHSC_01813","3919283",NA
"SAOUHSC_01814","3919284",NA
"SAOUHSC_01815","3919285",NA
"SAOUHSC_01816","3919286",NA
"SAOUHSC_01817","3919287",NA
"SAOUHSC_01818","3919288","sao00250_Alanine,_aspartate_and_glutamate_metabolism, sao00430_Taurine_and_hypotaurine_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_01819","3919289",NA
"SAOUHSC_01820","3919290","sao00430_Taurine_and_hypotaurine_metabolism, sao00620_Pyruvate_metabolism, sao00640_Propanoate_metabolism, sao00680_Methane_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism"
"SAOUHSC_01821","3919291",NA
"SAOUHSC_01822","3919292",NA
"SAOUHSC_01823","3921773",NA
"SAOUHSC_01824","3921774","sao00730_Thiamine_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors, sao04122_Sulfur_relay_system"
"SAOUHSC_01825","3921775","sao00730_Thiamine_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors, sao04122_Sulfur_relay_system"
"SAOUHSC_01826","3921776",NA
"SAOUHSC_01827","3921777",NA
"SAOUHSC_01828","3921778","sao00270_Cysteine_and_methionine_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_01829","3921779","sao03010_Ribosome"
"gene-SAOUHSC_A01754",NA,NA
"SAOUHSC_01830","3921780","sao00564_Glycerophospholipid_metabolism"
"SAOUHSC_01831","3921781",NA
"SAOUHSC_01832","3921782",NA
